frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
20772.2724,-7.7225,66.7161,-7.7225,66.7161
20778.1303,-7.7260,66.6032,-7.7260,66.6032
20783.9883,-7.7295,66.4903,-7.7295,66.4903
20789.8462,-7.7330,66.3774,-7.7330,66.3774
20795.7042,-7.7364,66.2644,-7.7364,66.2644
20801.5621,-7.7399,66.1514,-7.7399,66.1514
20807.4201,-7.7434,66.0384,-7.7434,66.0384
20813.2780,-7.7469,65.9253,-7.7469,65.9253
20819.1360,-7.7503,65.8122,-7.7503,65.8122
20824.9939,-7.7538,65.6991,-7.7538,65.6991
20830.8518,-7.7572,65.5859,-7.7572,65.5859
20836.7098,-7.7607,65.4727,-7.7607,65.4727
20842.5677,-7.7641,65.3594,-7.7641,65.3594
20848.4257,-7.7676,65.2461,-7.7676,65.2461
20854.2836,-7.7710,65.1328,-7.7710,65.1328
20860.1416,-7.7744,65.0194,-7.7744,65.0194
20865.9995,-7.7779,64.9060,-7.7779,64.9060
20871.8575,-7.7813,64.7926,-7.7813,64.7926
20877.7154,-7.7847,64.6791,-7.7847,64.6791
20883.5733,-7.7882,64.5655,-7.7882,64.5655
20889.4313,-7.7916,64.4520,-7.7916,64.4520
20895.2892,-7.7950,64.3384,-7.7950,64.3384
20901.1472,-7.7984,64.2248,-7.7984,64.2248
20907.0051,-7.8018,64.1111,-7.8018,64.1111
20912.8631,-7.8052,63.9974,-7.8052,63.9974
20918.7210,-7.8086,63.8836,-7.8086,63.8836
20924.5790,-7.8120,63.7699,-7.8120,63.7699
20930.4369,-7.8154,63.6561,-7.8154,63.6561
20936.2948,-7.8188,63.5422,-7.8188,63.5422
20942.1528,-7.8222,63.4283,-7.8222,63.4283
20948.0107,-7.8256,63.3144,-7.8256,63.3144
20953.8687,-7.8290,63.2004,-7.8290,63.2004
20959.7266,-7.8324,63.0864,-7.8324,63.0864
20965.5846,-7.8357,62.9724,-7.8357,62.9724
20971.4425,-7.8391,62.8583,-7.8391,62.8583
20977.3005,-7.8425,62.7442,-7.8425,62.7442
20983.1584,-7.8458,62.6300,-7.8458,62.6300
20989.0164,-7.8492,62.5158,-7.8492,62.5158
20994.8743,-7.8526,62.4016,-7.8526,62.4016
21000.7322,-7.8559,62.2873,-7.8559,62.2873
21006.5902,-7.8593,62.1730,-7.8593,62.1730
21012.4481,-7.8626,62.0587,-7.8626,62.0587
21018.3061,-7.8659,61.9443,-7.8659,61.9443
21024.1640,-7.8693,61.8299,-7.8693,61.8299
21030.0220,-7.8726,61.7155,-7.8726,61.7155
21035.8799,-7.8760,61.6010,-7.8760,61.6010
21041.7379,-7.8793,61.4865,-7.8793,61.4865
21047.5958,-7.8826,61.3719,-7.8826,61.3719
21053.4537,-7.8859,61.2573,-7.8859,61.2573
21059.3117,-7.8892,61.1427,-7.8892,61.1427
21065.1696,-7.8926,61.0280,-7.8926,61.0280
21071.0276,-7.8959,60.9133,-7.8959,60.9133
21076.8855,-7.8992,60.7985,-7.8992,60.7985
21082.7435,-7.9025,60.6838,-7.9025,60.6838
21088.6014,-7.9058,60.5689,-7.9058,60.5689
21094.4594,-7.9091,60.4541,-7.9091,60.4541
21100.3173,-7.9124,60.3392,-7.9124,60.3392
21106.1753,-7.9156,60.2243,-7.9156,60.2243
21112.0332,-7.9189,60.1093,-7.9189,60.1093
21117.8911,-7.9222,59.9943,-7.9222,59.9943
21123.7491,-7.9255,59.8792,-7.9255,59.8792
21129.6070,-7.9288,59.7642,-7.9288,59.7642
21135.4650,-7.9320,59.6491,-7.9320,59.6491
21141.3229,-7.9353,59.5339,-7.9353,59.5339
21147.1809,-7.9385,59.4187,-7.9385,59.4187
21153.0388,-7.9418,59.3035,-7.9418,59.3035
21158.8968,-7.9451,59.1882,-7.9451,59.1882
21164.7547,-7.9483,59.0729,-7.9483,59.0729
21170.6126,-7.9515,58.9576,-7.9515,58.9576
21176.4706,-7.9548,58.8422,-7.9548,58.8422
21182.3285,-7.9580,58.7268,-7.9580,58.7268
21188.1865,-7.9612,58.6114,-7.9612,58.6114
21194.0444,-7.9645,58.4959,-7.9645,58.4959
21199.9024,-7.9677,58.3804,-7.9677,58.3804
21205.7603,-7.9709,58.2648,-7.9709,58.2648
21211.6183,-7.9741,58.1492,-7.9741,58.1492
21217.4762,-7.9773,58.0336,-7.9773,58.0336
21223.3341,-7.9806,57.9180,-7.9806,57.9180
21229.1921,-7.9838,57.8023,-7.9838,57.8023
21235.0500,-7.9870,57.6865,-7.9870,57.6865
21240.9080,-7.9901,57.5708,-7.9901,57.5708
21246.7659,-7.9933,57.4549,-7.9933,57.4549
21252.6239,-7.9965,57.3391,-7.9965,57.3391
21258.4818,-7.9997,57.2232,-7.9997,57.2232
21264.3398,-8.0029,57.1073,-8.0029,57.1073
21270.1977,-8.0061,56.9914,-8.0061,56.9914
21276.0557,-8.0092,56.8754,-8.0092,56.8754
21281.9136,-8.0124,56.7593,-8.0124,56.7593
21287.7715,-8.0156,56.6433,-8.0156,56.6433
21293.6295,-8.0187,56.5272,-8.0187,56.5272
21299.4874,-8.0219,56.4110,-8.0219,56.4110
21305.3454,-8.0250,56.2949,-8.0250,56.2949
21311.2033,-8.0282,56.1786,-8.0282,56.1786
21317.0613,-8.0313,56.0624,-8.0313,56.0624
21322.9192,-8.0344,55.9461,-8.0344,55.9461
21328.7772,-8.0376,55.8298,-8.0376,55.8298
21334.6351,-8.0407,55.7135,-8.0407,55.7135
21340.4930,-8.0438,55.5971,-8.0438,55.5971
21346.3510,-8.0469,55.4807,-8.0469,55.4807
21352.2089,-8.0500,55.3642,-8.0500,55.3642
21358.0669,-8.0532,55.2477,-8.0532,55.2477
21363.9248,-8.0563,55.1312,-8.0563,55.1312
21369.7828,-8.0594,55.0146,-8.0594,55.0146
21375.6407,-8.0625,54.8980,-8.0625,54.8980
21381.4987,-8.0656,54.7814,-8.0656,54.7814
21387.3566,-8.0686,54.6647,-8.0686,54.6647
21393.2145,-8.0717,54.5480,-8.0717,54.5480
21399.0725,-8.0748,54.4312,-8.0748,54.4312
21404.9304,-8.0779,54.3144,-8.0779,54.3144
21410.7884,-8.0809,54.1976,-8.0809,54.1976
21416.6463,-8.0840,54.0808,-8.0840,54.0808
21422.5043,-8.0871,53.9639,-8.0871,53.9639
21428.3622,-8.0901,53.8469,-8.0901,53.8469
21434.2202,-8.0932,53.7300,-8.0932,53.7300
21440.0781,-8.0962,53.6130,-8.0962,53.6130
21445.9361,-8.0993,53.4959,-8.0993,53.4959
21451.7940,-8.1023,53.3789,-8.1023,53.3789
21457.6519,-8.1053,53.2618,-8.1053,53.2618
21463.5099,-8.1084,53.1446,-8.1084,53.1446
21469.3678,-8.1114,53.0275,-8.1114,53.0275
21475.2258,-8.1144,52.9103,-8.1144,52.9103
21481.0837,-8.1174,52.7930,-8.1174,52.7930
21486.9417,-8.1204,52.6757,-8.1204,52.6757
21492.7996,-8.1234,52.5584,-8.1234,52.5584
21498.6576,-8.1264,52.4411,-8.1264,52.4411
21504.5155,-8.1294,52.3237,-8.1294,52.3237
21510.3734,-8.1324,52.2063,-8.1324,52.2063
21516.2314,-8.1354,52.0888,-8.1354,52.0888
21522.0893,-8.1384,51.9713,-8.1384,51.9713
21527.9473,-8.1414,51.8538,-8.1414,51.8538
21533.8052,-8.1443,51.7362,-8.1443,51.7362
21539.6632,-8.1473,51.6186,-8.1473,51.6186
21545.5211,-8.1503,51.5010,-8.1503,51.5010
21551.3791,-8.1532,51.3833,-8.1532,51.3833
21557.2370,-8.1562,51.2656,-8.1562,51.2656
21563.0949,-8.1591,51.1479,-8.1591,51.1479
21568.9529,-8.1621,51.0301,-8.1621,51.0301
21574.8108,-8.1650,50.9123,-8.1650,50.9123
21580.6688,-8.1679,50.7944,-8.1679,50.7944
21586.5267,-8.1709,50.6766,-8.1709,50.6766
21592.3847,-8.1738,50.5587,-8.1738,50.5587
21598.2426,-8.1767,50.4407,-8.1767,50.4407
21604.1006,-8.1796,50.3227,-8.1796,50.3227
21609.9585,-8.1825,50.2047,-8.1825,50.2047
21615.8165,-8.1854,50.0867,-8.1854,50.0867
21621.6744,-8.1883,49.9686,-8.1883,49.9686
21627.5323,-8.1912,49.8505,-8.1912,49.8505
21633.3903,-8.1941,49.7323,-8.1941,49.7323
21639.2482,-8.1970,49.6141,-8.1970,49.6141
21645.1062,-8.1999,49.4959,-8.1999,49.4959
21650.9641,-8.2028,49.3776,-8.2028,49.3776
21656.8221,-8.2056,49.2593,-8.2056,49.2593
21662.6800,-8.2085,49.1410,-8.2085,49.1410
21668.5380,-8.2113,49.0227,-8.2113,49.0227
21674.3959,-8.2142,48.9043,-8.2142,48.9043
21680.2538,-8.2170,48.7858,-8.2170,48.7858
21686.1118,-8.2199,48.6674,-8.2199,48.6674
21691.9697,-8.2227,48.5489,-8.2227,48.5489
21697.8277,-8.2256,48.4303,-8.2256,48.4303
21703.6856,-8.2284,48.3118,-8.2284,48.3118
21709.5436,-8.2312,48.1932,-8.2312,48.1932
21715.4015,-8.2340,48.0745,-8.2340,48.0745
21721.2595,-8.2368,47.9559,-8.2368,47.9559
21727.1174,-8.2396,47.8372,-8.2396,47.8372
21732.9753,-8.2424,47.7184,-8.2424,47.7184
21738.8333,-8.2452,47.5997,-8.2452,47.5997
21744.6912,-8.2480,47.4809,-8.2480,47.4809
21750.5492,-8.2508,47.3620,-8.2508,47.3620
21756.4071,-8.2536,47.2431,-8.2536,47.2431
21762.2651,-8.2564,47.1242,-8.2564,47.1242
21768.1230,-8.2591,47.0053,-8.2591,47.0053
21773.9810,-8.2619,46.8863,-8.2619,46.8863
21779.8389,-8.2647,46.7673,-8.2647,46.7673
21785.6969,-8.2674,46.6483,-8.2674,46.6483
21791.5548,-8.2702,46.5292,-8.2702,46.5292
21797.4127,-8.2729,46.4101,-8.2729,46.4101
21803.2707,-8.2757,46.2910,-8.2757,46.2910
21809.1286,-8.2784,46.1718,-8.2784,46.1718
21814.9866,-8.2811,46.0526,-8.2811,46.0526
21820.8445,-8.2838,45.9334,-8.2838,45.9334
21826.7025,-8.2866,45.8141,-8.2866,45.8141
21832.5604,-8.2893,45.6948,-8.2893,45.6948
21838.4184,-8.2920,45.5754,-8.2920,45.5754
21844.2763,-8.2947,45.4561,-8.2947,45.4561
21850.1342,-8.2974,45.3367,-8.2974,45.3367
21855.9922,-8.3000,45.2172,-8.3000,45.2172
21861.8501,-8.3027,45.0977,-8.3027,45.0977
21867.7081,-8.3054,44.9783,-8.3054,44.9783
21873.5660,-8.3081,44.8587,-8.3081,44.8587
21879.4240,-8.3108,44.7391,-8.3108,44.7391
21885.2819,-8.3134,44.6195,-8.3134,44.6195
21891.1399,-8.3161,44.4999,-8.3161,44.4999
21896.9978,-8.3187,44.3802,-8.3187,44.3802
21902.8557,-8.3214,44.2605,-8.3214,44.2605
21908.7137,-8.3240,44.1408,-8.3240,44.1408
21914.5716,-8.3266,44.0211,-8.3266,44.0211
21920.4296,-8.3293,43.9013,-8.3293,43.9013
21926.2875,-8.3319,43.7814,-8.3319,43.7814
21932.1455,-8.3345,43.6616,-8.3345,43.6616
21938.0034,-8.3371,43.5417,-8.3371,43.5417
21943.8614,-8.3397,43.4217,-8.3397,43.4217
21949.7193,-8.3423,43.3018,-8.3423,43.3018
21955.5773,-8.3449,43.1818,-8.3449,43.1818
21961.4352,-8.3475,43.0618,-8.3475,43.0618
21967.2931,-8.3501,42.9417,-8.3501,42.9417
21973.1511,-8.3527,42.8216,-8.3527,42.8216
21979.0090,-8.3552,42.7015,-8.3552,42.7015
21984.8670,-8.3578,42.5814,-8.3578,42.5814
21990.7249,-8.3604,42.4612,-8.3604,42.4612
21996.5829,-8.3629,42.3410,-8.3629,42.3410
22002.4408,-8.3655,42.2207,-8.3655,42.2207
22008.2988,-8.3680,42.1004,-8.3680,42.1004
22014.1567,-8.3705,41.9801,-8.3705,41.9801
22020.0146,-8.3731,41.8598,-8.3731,41.8598
22025.8726,-8.3756,41.7394,-8.3756,41.7394
22031.7305,-8.3781,41.6190,-8.3781,41.6190
22037.5885,-8.3806,41.4986,-8.3806,41.4986
22043.4464,-8.3831,41.3781,-8.3831,41.3781
22049.3044,-8.3856,41.2576,-8.3856,41.2576
22055.1623,-8.3881,41.1371,-8.3881,41.1371
22061.0203,-8.3906,41.0165,-8.3906,41.0165
22066.8782,-8.3931,40.8960,-8.3931,40.8960
22072.7361,-8.3956,40.7753,-8.3956,40.7753
22078.5941,-8.3980,40.6547,-8.3980,40.6547
22084.4520,-8.4005,40.5340,-8.4005,40.5340
22090.3100,-8.4030,40.4133,-8.4030,40.4133
22096.1679,-8.4054,40.2925,-8.4054,40.2925
22102.0259,-8.4079,40.1718,-8.4079,40.1718
22107.8838,-8.4103,40.0510,-8.4103,40.0510
22113.7418,-8.4127,39.9301,-8.4127,39.9301
22119.5997,-8.4152,39.8093,-8.4152,39.8093
22125.4577,-8.4176,39.6884,-8.4176,39.6884
22131.3156,-8.4200,39.5674,-8.4200,39.5674
22137.1735,-8.4224,39.4465,-8.4224,39.4465
22143.0315,-8.4248,39.3255,-8.4248,39.3255
22148.8894,-8.4272,39.2045,-8.4272,39.2045
22154.7474,-8.4296,39.0834,-8.4296,39.0834
22160.6053,-8.4320,38.9623,-8.4320,38.9623
22166.4633,-8.4344,38.8412,-8.4344,38.8412
22172.3212,-8.4367,38.7201,-8.4367,38.7201
22178.1792,-8.4391,38.5989,-8.4391,38.5989
22184.0371,-8.4415,38.4777,-8.4415,38.4777
22189.8950,-8.4438,38.3565,-8.4438,38.3565
22195.7530,-8.4462,38.2352,-8.4462,38.2352
22201.6109,-8.4485,38.1139,-8.4485,38.1139
22207.4689,-8.4509,37.9926,-8.4509,37.9926
22213.3268,-8.4532,37.8713,-8.4532,37.8713
22219.1848,-8.4555,37.7499,-8.4555,37.7499
22225.0427,-8.4578,37.6285,-8.4578,37.6285
22230.9007,-8.4601,37.5070,-8.4601,37.5070
22236.7586,-8.4625,37.3856,-8.4625,37.3856
22242.6165,-8.4647,37.2641,-8.4647,37.2641
22248.4745,-8.4670,37.1426,-8.4670,37.1426
22254.3324,-8.4693,37.0210,-8.4693,37.0210
22260.1904,-8.4716,36.8994,-8.4716,36.8994
22266.0483,-8.4739,36.7778,-8.4739,36.7778
22271.9063,-8.4761,36.6562,-8.4761,36.6562
22277.7642,-8.4784,36.5345,-8.4784,36.5345
22283.6222,-8.4807,36.4128,-8.4807,36.4128
22289.4801,-8.4829,36.2911,-8.4829,36.2911
22295.3381,-8.4851,36.1693,-8.4851,36.1693
22301.1960,-8.4874,36.0475,-8.4874,36.0475
22307.0539,-8.4896,35.9257,-8.4896,35.9257
22312.9119,-8.4918,35.8039,-8.4918,35.8039
22318.7698,-8.4941,35.6820,-8.4941,35.6820
22324.6278,-8.4963,35.5601,-8.4963,35.5601
22330.4857,-8.4985,35.4382,-8.4985,35.4382
22336.3437,-8.5007,35.3162,-8.5007,35.3162
22342.2016,-8.5028,35.1943,-8.5028,35.1943
22348.0596,-8.5050,35.0723,-8.5050,35.0723
22353.9175,-8.5072,34.9502,-8.5072,34.9502
22359.7754,-8.5094,34.8281,-8.5094,34.8281
22365.6334,-8.5115,34.7061,-8.5115,34.7061
22371.4913,-8.5137,34.5839,-8.5137,34.5839
22377.3493,-8.5158,34.4618,-8.5158,34.4618
22383.2072,-8.5180,34.3396,-8.5180,34.3396
22389.0652,-8.5201,34.2174,-8.5201,34.2174
22394.9231,-8.5223,34.0952,-8.5223,34.0952
22400.7811,-8.5244,33.9729,-8.5244,33.9729
22406.6390,-8.5265,33.8506,-8.5265,33.8506
22412.4969,-8.5286,33.7283,-8.5286,33.7283
22418.3549,-8.5307,33.6060,-8.5307,33.6060
22424.2128,-8.5328,33.4836,-8.5328,33.4836
22430.0708,-8.5349,33.3612,-8.5349,33.3612
22435.9287,-8.5370,33.2388,-8.5370,33.2388
22441.7867,-8.5391,33.1163,-8.5391,33.1163
22447.6446,-8.5411,32.9938,-8.5411,32.9938
22453.5026,-8.5432,32.8714,-8.5432,32.8714
22459.3605,-8.5452,32.7488,-8.5452,32.7488
22465.2185,-8.5473,32.6263,-8.5473,32.6263
22471.0764,-8.5493,32.5037,-8.5493,32.5037
22476.9343,-8.5514,32.3811,-8.5514,32.3811
22482.7923,-8.5534,32.2584,-8.5534,32.2584
22488.6502,-8.5554,32.1358,-8.5554,32.1358
22494.5082,-8.5574,32.0131,-8.5574,32.0131
22500.3661,-8.5595,31.8904,-8.5595,31.8904
22506.2241,-8.5615,31.7676,-8.5615,31.7676
22512.0820,-8.5635,31.6449,-8.5635,31.6449
22517.9400,-8.5654,31.5221,-8.5654,31.5221
22523.7979,-8.5674,31.3992,-8.5674,31.3992
22529.6558,-8.5694,31.2764,-8.5694,31.2764
22535.5138,-8.5714,31.1535,-8.5714,31.1535
22541.3717,-8.5733,31.0306,-8.5733,31.0306
22547.2297,-8.5753,30.9077,-8.5753,30.9077
22553.0876,-8.5772,30.7848,-8.5772,30.7848
22558.9456,-8.5792,30.6618,-8.5792,30.6618
22564.8035,-8.5811,30.5388,-8.5811,30.5388
22570.6615,-8.5830,30.4158,-8.5830,30.4158
22576.5194,-8.5849,30.2927,-8.5849,30.2927
22582.3773,-8.5869,30.1697,-8.5869,30.1697
22588.2353,-8.5888,30.0466,-8.5888,30.0466
22594.0932,-8.5907,29.9234,-8.5907,29.9234
22599.9512,-8.5926,29.8003,-8.5926,29.8003
22605.8091,-8.5944,29.6771,-8.5944,29.6771
22611.6671,-8.5963,29.5539,-8.5963,29.5539
22617.5250,-8.5982,29.4307,-8.5982,29.4307
22623.3830,-8.6001,29.3075,-8.6001,29.3075
22629.2409,-8.6019,29.1842,-8.6019,29.1842
22635.0989,-8.6038,29.0609,-8.6038,29.0609
22640.9568,-8.6056,28.9376,-8.6056,28.9376
22646.8147,-8.6074,28.8142,-8.6074,28.8142
22652.6727,-8.6093,28.6909,-8.6093,28.6909
22658.5306,-8.6111,28.5675,-8.6111,28.5675
22664.3886,-8.6129,28.4441,-8.6129,28.4441
22670.2465,-8.6147,28.3206,-8.6147,28.3206
22676.1045,-8.6165,28.1972,-8.6165,28.1972
22681.9624,-8.6183,28.0737,-8.6183,28.0737
22687.8204,-8.6201,27.9502,-8.6201,27.9502
22693.6783,-8.6219,27.8266,-8.6219,27.8266
22699.5362,-8.6236,27.7031,-8.6236,27.7031
22705.3942,-8.6254,27.5795,-8.6254,27.5795
22711.2521,-8.6271,27.4559,-8.6271,27.4559
22717.1101,-8.6289,27.3323,-8.6289,27.3323
22722.9680,-8.6306,27.2086,-8.6306,27.2086
22728.8260,-8.6324,27.0849,-8.6324,27.0849
22734.6839,-8.6341,26.9613,-8.6341,26.9613
22740.5419,-8.6358,26.8375,-8.6358,26.8375
22746.3998,-8.6375,26.7138,-8.6375,26.7138
22752.2577,-8.6392,26.5900,-8.6392,26.5900
22758.1157,-8.6409,26.4662,-8.6409,26.4662
22763.9736,-8.6426,26.3424,-8.6426,26.3424
22769.8316,-8.6443,26.2186,-8.6443,26.2186
22775.6895,-8.6460,26.0948,-8.6460,26.0948
22781.5475,-8.6477,25.9709,-8.6477,25.9709
22787.4054,-8.6493,25.8470,-8.6493,25.8470
22793.2634,-8.6510,25.7231,-8.6510,25.7231
22799.1213,-8.6526,25.5991,-8.6526,25.5991
22804.9793,-8.6543,25.4752,-8.6543,25.4752
22810.8372,-8.6559,25.3512,-8.6559,25.3512
22816.6951,-8.6575,25.2272,-8.6575,25.2272
22822.5531,-8.6591,25.1031,-8.6591,25.1031
22828.4110,-8.6607,24.9791,-8.6607,24.9791
22834.2690,-8.6623,24.8550,-8.6623,24.8550
22840.1269,-8.6639,24.7309,-8.6639,24.7309
22845.9849,-8.6655,24.6068,-8.6655,24.6068
22851.8428,-8.6671,24.4827,-8.6671,24.4827
22857.7008,-8.6687,24.3585,-8.6687,24.3585
22863.5587,-8.6702,24.2343,-8.6702,24.2343
22869.4166,-8.6718,24.1101,-8.6718,24.1101
22875.2746,-8.6734,23.9859,-8.6734,23.9859
22881.1325,-8.6749,23.8617,-8.6749,23.8617
22886.9905,-8.6764,23.7374,-8.6764,23.7374
22892.8484,-8.6780,23.6132,-8.6780,23.6132
22898.7064,-8.6795,23.4889,-8.6795,23.4889
22904.5643,-8.6810,23.3645,-8.6810,23.3645
22910.4223,-8.6825,23.2402,-8.6825,23.2402
22916.2802,-8.6840,23.1158,-8.6840,23.1158
22922.1381,-8.6855,22.9915,-8.6855,22.9915
22927.9961,-8.6870,22.8671,-8.6870,22.8671
22933.8540,-8.6884,22.7426,-8.6884,22.7426
22939.7120,-8.6899,22.6182,-8.6899,22.6182
22945.5699,-8.6914,22.4937,-8.6914,22.4937
22951.4279,-8.6928,22.3693,-8.6928,22.3693
22957.2858,-8.6943,22.2448,-8.6943,22.2448
22963.1438,-8.6957,22.1203,-8.6957,22.1203
22969.0017,-8.6971,21.9957,-8.6971,21.9957
22974.8597,-8.6986,21.8712,-8.6986,21.8712
22980.7176,-8.7000,21.7466,-8.7000,21.7466
22986.5755,-8.7014,21.6220,-8.7014,21.6220
22992.4335,-8.7028,21.4974,-8.7028,21.4974
22998.2914,-8.7042,21.3727,-8.7042,21.3727
23004.1494,-8.7055,21.2481,-8.7055,21.2481
23010.0073,-8.7069,21.1234,-8.7069,21.1234
23015.8653,-8.7083,20.9987,-8.7083,20.9987
23021.7232,-8.7097,20.8740,-8.7097,20.8740
23027.5812,-8.7110,20.7493,-8.7110,20.7493
23033.4391,-8.7123,20.6246,-8.7123,20.6246
23039.2970,-8.7137,20.4998,-8.7137,20.4998
23045.1550,-8.7150,20.3750,-8.7150,20.3750
23051.0129,-8.7163,20.2502,-8.7163,20.2502
23056.8709,-8.7176,20.1254,-8.7176,20.1254
23062.7288,-8.7190,20.0006,-8.7190,20.0006
23068.5868,-8.7203,19.8757,-8.7203,19.8757
23074.4447,-8.7215,19.7509,-8.7215,19.7509
23080.3027,-8.7228,19.6260,-8.7228,19.6260
23086.1606,-8.7241,19.5011,-8.7241,19.5011
23092.0186,-8.7254,19.3762,-8.7254,19.3762
23097.8765,-8.7266,19.2512,-8.7266,19.2512
23103.7344,-8.7279,19.1263,-8.7279,19.1263
23109.5924,-8.7291,19.0013,-8.7291,19.0013
23115.4503,-8.7304,18.8763,-8.7304,18.8763
23121.3083,-8.7316,18.7513,-8.7316,18.7513
23127.1662,-8.7328,18.6263,-8.7328,18.6263
23133.0242,-8.7340,18.5013,-8.7340,18.5013
23138.8821,-8.7352,18.3762,-8.7352,18.3762
23144.7401,-8.7364,18.2512,-8.7364,18.2512
23150.5980,-8.7376,18.1261,-8.7376,18.1261
23156.4559,-8.7388,18.0010,-8.7388,18.0010
23162.3139,-8.7400,17.8759,-8.7400,17.8759
23168.1718,-8.7411,17.7507,-8.7411,17.7507
23174.0298,-8.7423,17.6256,-8.7423,17.6256
23179.8877,-8.7434,17.5004,-8.7434,17.5004
23185.7457,-8.7446,17.3752,-8.7446,17.3752
23191.6036,-8.7457,17.2500,-8.7457,17.2500
23197.4616,-8.7468,17.1248,-8.7468,17.1248
23203.3195,-8.7480,16.9996,-8.7480,16.9996
23209.1774,-8.7491,16.8744,-8.7491,16.8744
23215.0354,-8.7502,16.7491,-8.7502,16.7491
23220.8933,-8.7513,16.6238,-8.7513,16.6238
23226.7513,-8.7524,16.4986,-8.7524,16.4986
23232.6092,-8.7534,16.3733,-8.7534,16.3733
23238.4672,-8.7545,16.2479,-8.7545,16.2479
23244.3251,-8.7556,16.1226,-8.7556,16.1226
23250.1831,-8.7566,15.9973,-8.7566,15.9973
23256.0410,-8.7577,15.8719,-8.7577,15.8719
23261.8990,-8.7587,15.7465,-8.7587,15.7465
23267.7569,-8.7597,15.6212,-8.7597,15.6212
23273.6148,-8.7608,15.4958,-8.7608,15.4958
23279.4728,-8.7618,15.3703,-8.7618,15.3703
23285.3307,-8.7628,15.2449,-8.7628,15.2449
23291.1887,-8.7638,15.1195,-8.7638,15.1195
23297.0466,-8.7648,14.9940,-8.7648,14.9940
23302.9046,-8.7657,14.8686,-8.7657,14.8686
23308.7625,-8.7667,14.7431,-8.7667,14.7431
23314.6205,-8.7677,14.6176,-8.7677,14.6176
23320.4784,-8.7686,14.4921,-8.7686,14.4921
23326.3363,-8.7696,14.3666,-8.7696,14.3666
23332.1943,-8.7705,14.2410,-8.7705,14.2410
23338.0522,-8.7715,14.1155,-8.7715,14.1155
23343.9102,-8.7724,13.9899,-8.7724,13.9899
23349.7681,-8.7733,13.8643,-8.7733,13.8643
23355.6261,-8.7742,13.7388,-8.7742,13.7388
23361.4840,-8.7751,13.6132,-8.7751,13.6132
23367.3420,-8.7760,13.4876,-8.7760,13.4876
23373.1999,-8.7769,13.3619,-8.7769,13.3619
23379.0578,-8.7778,13.2363,-8.7778,13.2363
23384.9158,-8.7787,13.1107,-8.7787,13.1107
23390.7737,-8.7795,12.9850,-8.7795,12.9850
23396.6317,-8.7804,12.8593,-8.7804,12.8593
23402.4896,-8.7812,12.7337,-8.7812,12.7337
23408.3476,-8.7820,12.6080,-8.7820,12.6080
23414.2055,-8.7829,12.4823,-8.7829,12.4823
23420.0635,-8.7837,12.3565,-8.7837,12.3565
23425.9214,-8.7845,12.2308,-8.7845,12.2308
23431.7794,-8.7853,12.1051,-8.7853,12.1051
23437.6373,-8.7861,11.9793,-8.7861,11.9793
23443.4952,-8.7869,11.8536,-8.7869,11.8536
23449.3532,-8.7877,11.7278,-8.7877,11.7278
23455.2111,-8.7884,11.6020,-8.7884,11.6020
23461.0691,-8.7892,11.4762,-8.7892,11.4762
23466.9270,-8.7900,11.3504,-8.7900,11.3504
23472.7850,-8.7907,11.2246,-8.7907,11.2246
23478.6429,-8.7914,11.0988,-8.7914,11.0988
23484.5009,-8.7922,10.9730,-8.7922,10.9730
23490.3588,-8.7929,10.8471,-8.7929,10.8471
23496.2167,-8.7936,10.7213,-8.7936,10.7213
23502.0747,-8.7943,10.5954,-8.7943,10.5954
23507.9326,-8.7950,10.4696,-8.7950,10.4696
23513.7906,-8.7957,10.3437,-8.7957,10.3437
23519.6485,-8.7964,10.2178,-8.7964,10.2178
23525.5065,-8.7971,10.0919,-8.7971,10.0919
23531.3644,-8.7977,9.9660,-8.7977,9.9660
23537.2224,-8.7984,9.8401,-8.7984,9.8401
23543.0803,-8.7990,9.7141,-8.7990,9.7141
23548.9382,-8.7997,9.5882,-8.7997,9.5882
23554.7962,-8.8003,9.4623,-8.8003,9.4623
23560.6541,-8.8009,9.3363,-8.8009,9.3363
23566.5121,-8.8015,9.2104,-8.8015,9.2104
23572.3700,-8.8021,9.0844,-8.8021,9.0844
23578.2280,-8.8027,8.9584,-8.8027,8.9584
23584.0859,-8.8033,8.8324,-8.8033,8.8324
23589.9439,-8.8039,8.7064,-8.8039,8.7064
23595.8018,-8.8045,8.5804,-8.8045,8.5804
23601.6598,-8.8050,8.4544,-8.8050,8.4544
23607.5177,-8.8056,8.3284,-8.8056,8.3284
23613.3756,-8.8062,8.2024,-8.8062,8.2024
23619.2336,-8.8067,8.0764,-8.8067,8.0764
23625.0915,-8.8072,7.9503,-8.8072,7.9503
23630.9495,-8.8077,7.8243,-8.8077,7.8243
23636.8074,-8.8083,7.6982,-8.8083,7.6982
23642.6654,-8.8088,7.5722,-8.8088,7.5722
23648.5233,-8.8093,7.4461,-8.8093,7.4461
23654.3813,-8.8098,7.3200,-8.8098,7.3200
23660.2392,-8.8102,7.1939,-8.8102,7.1939
23666.0971,-8.8107,7.0678,-8.8107,7.0678
23671.9551,-8.8112,6.9418,-8.8112,6.9418
23677.8130,-8.8116,6.8157,-8.8116,6.8157
23683.6710,-8.8121,6.6895,-8.8121,6.6895
