frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
17855.0159,-5.8002,118.5187,-5.8002,118.5187
17860.8738,-5.8041,118.4226,-5.8041,118.4226
17866.7318,-5.8081,118.3264,-5.8081,118.3264
17872.5897,-5.8120,118.2302,-5.8120,118.2302
17878.4476,-5.8159,118.1340,-5.8159,118.1340
17884.3056,-5.8198,118.0378,-5.8198,118.0378
17890.1635,-5.8237,117.9415,-5.8237,117.9415
17896.0215,-5.8277,117.8452,-5.8277,117.8452
17901.8794,-5.8316,117.7489,-5.8316,117.7489
17907.7374,-5.8355,117.6525,-5.8355,117.6525
17913.5953,-5.8394,117.5561,-5.8394,117.5561
17919.4533,-5.8434,117.4597,-5.8434,117.4597
17925.3112,-5.8473,117.3633,-5.8473,117.3633
17931.1691,-5.8512,117.2668,-5.8512,117.2668
17937.0271,-5.8551,117.1703,-5.8551,117.1703
17942.8850,-5.8591,117.0738,-5.8591,117.0738
17948.7430,-5.8630,116.9773,-5.8630,116.9773
17954.6009,-5.8669,116.8807,-5.8669,116.8807
17960.4589,-5.8708,116.7841,-5.8708,116.7841
17966.3168,-5.8748,116.6875,-5.8748,116.6875
17972.1748,-5.8787,116.5908,-5.8787,116.5908
17978.0327,-5.8826,116.4941,-5.8826,116.4941
17983.8907,-5.8866,116.3974,-5.8866,116.3974
17989.7486,-5.8905,116.3007,-5.8905,116.3007
17995.6065,-5.8944,116.2039,-5.8944,116.2039
18001.4645,-5.8984,116.1071,-5.8984,116.1071
18007.3224,-5.9023,116.0103,-5.9023,116.0103
18013.1804,-5.9062,115.9134,-5.9062,115.9134
18019.0383,-5.9102,115.8165,-5.9102,115.8165
18024.8963,-5.9141,115.7196,-5.9141,115.7196
18030.7542,-5.9180,115.6227,-5.9180,115.6227
18036.6122,-5.9220,115.5257,-5.9220,115.5257
18042.4701,-5.9259,115.4287,-5.9259,115.4287
18048.3280,-5.9299,115.3317,-5.9299,115.3317
18054.1860,-5.9338,115.2346,-5.9338,115.2346
18060.0439,-5.9377,115.1376,-5.9377,115.1376
18065.9019,-5.9417,115.0405,-5.9417,115.0405
18071.7598,-5.9456,114.9433,-5.9456,114.9433
18077.6178,-5.9496,114.8462,-5.9496,114.8462
18083.4757,-5.9535,114.7490,-5.9535,114.7490
18089.3337,-5.9574,114.6518,-5.9574,114.6518
18095.1916,-5.9614,114.5545,-5.9614,114.5545
18101.0495,-5.9653,114.4572,-5.9653,114.4572
18106.9075,-5.9693,114.3599,-5.9693,114.3599
18112.7654,-5.9732,114.2626,-5.9732,114.2626
18118.6234,-5.9772,114.1652,-5.9772,114.1652
18124.4813,-5.9811,114.0679,-5.9811,114.0679
18130.3393,-5.9850,113.9704,-5.9850,113.9704
18136.1972,-5.9890,113.8730,-5.9890,113.8730
18142.0552,-5.9929,113.7755,-5.9929,113.7755
18147.9131,-5.9969,113.6780,-5.9969,113.6780
18153.7711,-6.0008,113.5805,-6.0008,113.5805
18159.6290,-6.0048,113.4829,-6.0048,113.4829
18165.4869,-6.0087,113.3853,-6.0087,113.3853
18171.3449,-6.0127,113.2877,-6.0127,113.2877
18177.2028,-6.0166,113.1900,-6.0166,113.1900
18183.0608,-6.0206,113.0924,-6.0206,113.0924
18188.9187,-6.0245,112.9947,-6.0245,112.9947
18194.7767,-6.0285,112.8969,-6.0285,112.8969
18200.6346,-6.0324,112.7992,-6.0324,112.7992
18206.4926,-6.0364,112.7014,-6.0364,112.7014
18212.3505,-6.0403,112.6036,-6.0403,112.6036
18218.2084,-6.0443,112.5057,-6.0443,112.5057
18224.0664,-6.0482,112.4078,-6.0482,112.4078
18229.9243,-6.0522,112.3099,-6.0522,112.3099
18235.7823,-6.0562,112.2120,-6.0562,112.2120
18241.6402,-6.0601,112.1140,-6.0601,112.1140
18247.4982,-6.0641,112.0160,-6.0641,112.0160
18253.3561,-6.0680,111.9180,-6.0680,111.9180
18259.2141,-6.0720,111.8199,-6.0720,111.8199
18265.0720,-6.0759,111.7218,-6.0759,111.7218
18270.9299,-6.0799,111.6237,-6.0799,111.6237
18276.7879,-6.0838,111.5256,-6.0838,111.5256
18282.6458,-6.0878,111.4274,-6.0878,111.4274
18288.5038,-6.0918,111.3292,-6.0918,111.3292
18294.3617,-6.0957,111.2310,-6.0957,111.2310
18300.2197,-6.0997,111.1327,-6.0997,111.1327
18306.0776,-6.1036,111.0344,-6.1036,111.0344
18311.9356,-6.1076,110.9361,-6.1076,110.9361
18317.7935,-6.1116,110.8378,-6.1116,110.8378
18323.6515,-6.1155,110.7394,-6.1155,110.7394
18329.5094,-6.1195,110.6410,-6.1195,110.6410
18335.3673,-6.1234,110.5425,-6.1234,110.5425
18341.2253,-6.1274,110.4441,-6.1274,110.4441
18347.0832,-6.1314,110.3456,-6.1314,110.3456
18352.9412,-6.1353,110.2471,-6.1353,110.2471
18358.7991,-6.1393,110.1485,-6.1393,110.1485
18364.6571,-6.1433,110.0499,-6.1433,110.0499
18370.5150,-6.1472,109.9513,-6.1472,109.9513
18376.3730,-6.1512,109.8527,-6.1512,109.8527
18382.2309,-6.1551,109.7540,-6.1551,109.7540
18388.0888,-6.1591,109.6553,-6.1591,109.6553
18393.9468,-6.1631,109.5566,-6.1631,109.5566
18399.8047,-6.1670,109.4578,-6.1670,109.4578
18405.6627,-6.1710,109.3590,-6.1710,109.3590
18411.5206,-6.1750,109.2602,-6.1750,109.2602
18417.3786,-6.1789,109.1613,-6.1789,109.1613
18423.2365,-6.1829,109.0624,-6.1829,109.0624
18429.0945,-6.1869,108.9635,-6.1869,108.9635
18434.9524,-6.1908,108.8646,-6.1908,108.8646
18440.8103,-6.1948,108.7656,-6.1948,108.7656
18446.6683,-6.1988,108.6666,-6.1988,108.6666
18452.5262,-6.2027,108.5676,-6.2027,108.5676
18458.3842,-6.2067,108.4685,-6.2067,108.4685
18464.2421,-6.2107,108.3694,-6.2107,108.3694
18470.1001,-6.2146,108.2703,-6.2146,108.2703
18475.9580,-6.2186,108.1711,-6.2186,108.1711
18481.8160,-6.2226,108.0719,-6.2226,108.0719
18487.6739,-6.2265,107.9727,-6.2265,107.9727
18493.5319,-6.2305,107.8735,-6.2305,107.8735
18499.3898,-6.2345,107.7742,-6.2345,107.7742
18505.2477,-6.2385,107.6749,-6.2385,107.6749
18511.1057,-6.2424,107.5756,-6.2424,107.5756
18516.9636,-6.2464,107.4762,-6.2464,107.4762
18522.8216,-6.2504,107.3768,-6.2504,107.3768
18528.6795,-6.2543,107.2774,-6.2543,107.2774
18534.5375,-6.2583,107.1779,-6.2583,107.1779
18540.3954,-6.2623,107.0784,-6.2623,107.0784
18546.2534,-6.2662,106.9789,-6.2662,106.9789
18552.1113,-6.2702,106.8794,-6.2702,106.8794
18557.9692,-6.2742,106.7798,-6.2742,106.7798
18563.8272,-6.2782,106.6802,-6.2782,106.6802
18569.6851,-6.2821,106.5805,-6.2821,106.5805
18575.5431,-6.2861,106.4809,-6.2861,106.4809
18581.4010,-6.2901,106.3811,-6.2901,106.3811
18587.2590,-6.2940,106.2814,-6.2940,106.2814
18593.1169,-6.2980,106.1816,-6.2980,106.1816
18598.9749,-6.3020,106.0818,-6.3020,106.0818
18604.8328,-6.3060,105.9820,-6.3060,105.9820
18610.6907,-6.3099,105.8822,-6.3099,105.8822
18616.5487,-6.3139,105.7823,-6.3139,105.7823
18622.4066,-6.3179,105.6824,-6.3179,105.6824
18628.2646,-6.3218,105.5824,-6.3218,105.5824
18634.1225,-6.3258,105.4824,-6.3258,105.4824
18639.9805,-6.3298,105.3824,-6.3298,105.3824
18645.8384,-6.3338,105.2824,-6.3338,105.2824
18651.6964,-6.3377,105.1823,-6.3377,105.1823
18657.5543,-6.3417,105.0822,-6.3417,105.0822
18663.4123,-6.3457,104.9820,-6.3457,104.9820
18669.2702,-6.3497,104.8819,-6.3497,104.8819
18675.1281,-6.3536,104.7817,-6.3536,104.7817
18680.9861,-6.3576,104.6814,-6.3576,104.6814
18686.8440,-6.3616,104.5812,-6.3616,104.5812
18692.7020,-6.3655,104.4809,-6.3655,104.4809
18698.5599,-6.3695,104.3806,-6.3695,104.3806
18704.4179,-6.3735,104.2802,-6.3735,104.2802
18710.2758,-6.3775,104.1798,-6.3775,104.1798
18716.1338,-6.3814,104.0794,-6.3814,104.0794
18721.9917,-6.3854,103.9790,-6.3854,103.9790
18727.8496,-6.3894,103.8785,-6.3894,103.8785
18733.7076,-6.3934,103.7780,-6.3934,103.7780
18739.5655,-6.3973,103.6774,-6.3973,103.6774
18745.4235,-6.4013,103.5768,-6.4013,103.5768
18751.2814,-6.4053,103.4762,-6.4053,103.4762
18757.1394,-6.4092,103.3756,-6.4092,103.3756
18762.9973,-6.4132,103.2749,-6.4132,103.2749
18768.8553,-6.4172,103.1742,-6.4172,103.1742
18774.7132,-6.4212,103.0735,-6.4212,103.0735
18780.5711,-6.4251,102.9727,-6.4251,102.9727
18786.4291,-6.4291,102.8719,-6.4291,102.8719
18792.2870,-6.4331,102.7711,-6.4331,102.7711
18798.1450,-6.4371,102.6702,-6.4371,102.6702
18804.0029,-6.4410,102.5693,-6.4410,102.5693
18809.8609,-6.4450,102.4684,-6.4450,102.4684
18815.7188,-6.4490,102.3675,-6.4490,102.3675
18821.5768,-6.4529,102.2665,-6.4529,102.2665
18827.4347,-6.4569,102.1654,-6.4569,102.1654
18833.2927,-6.4609,102.0644,-6.4609,102.0644
18839.1506,-6.4649,101.9633,-6.4649,101.9633
18845.0085,-6.4688,101.8622,-6.4688,101.8622
18850.8665,-6.4728,101.7610,-6.4728,101.7610
18856.7244,-6.4768,101.6598,-6.4768,101.6598
18862.5824,-6.4807,101.5586,-6.4807,101.5586
18868.4403,-6.4847,101.4574,-6.4847,101.4574
18874.2983,-6.4887,101.3561,-6.4887,101.3561
18880.1562,-6.4927,101.2548,-6.4927,101.2548
18886.0142,-6.4966,101.1535,-6.4966,101.1535
18891.8721,-6.5006,101.0521,-6.5006,101.0521
18897.7300,-6.5046,100.9507,-6.5046,100.9507
18903.5880,-6.5085,100.8492,-6.5085,100.8492
18909.4459,-6.5125,100.7478,-6.5125,100.7478
18915.3039,-6.5165,100.6463,-6.5165,100.6463
18921.1618,-6.5204,100.5447,-6.5204,100.5447
18927.0198,-6.5244,100.4432,-6.5244,100.4432
18932.8777,-6.5284,100.3416,-6.5284,100.3416
18938.7357,-6.5324,100.2399,-6.5324,100.2399
18944.5936,-6.5363,100.1383,-6.5363,100.1383
18950.4515,-6.5403,100.0366,-6.5403,100.0366
18956.3095,-6.5443,99.9348,-6.5443,99.9348
18962.1674,-6.5482,99.8331,-6.5482,99.8331
18968.0254,-6.5522,99.7313,-6.5522,99.7313
18973.8833,-6.5562,99.6295,-6.5562,99.6295
18979.7413,-6.5601,99.5276,-6.5601,99.5276
18985.5992,-6.5641,99.4257,-6.5641,99.4257
18991.4572,-6.5681,99.3238,-6.5681,99.3238
18997.3151,-6.5720,99.2218,-6.5720,99.2218
19003.1731,-6.5760,99.1198,-6.5760,99.1198
19009.0310,-6.5800,99.0178,-6.5800,99.0178
19014.8889,-6.5839,98.9157,-6.5839,98.9157
19020.7469,-6.5879,98.8136,-6.5879,98.8136
19026.6048,-6.5919,98.7115,-6.5919,98.7115
19032.4628,-6.5958,98.6094,-6.5958,98.6094
19038.3207,-6.5998,98.5072,-6.5998,98.5072
19044.1787,-6.6037,98.4050,-6.6037,98.4050
19050.0366,-6.6077,98.3027,-6.6077,98.3027
19055.8946,-6.6117,98.2004,-6.6117,98.2004
19061.7525,-6.6156,98.0981,-6.6156,98.0981
19067.6104,-6.6196,97.9957,-6.6196,97.9957
19073.4684,-6.6236,97.8934,-6.6236,97.8934
19079.3263,-6.6275,97.7909,-6.6275,97.7909
19085.1843,-6.6315,97.6885,-6.6315,97.6885
19091.0422,-6.6354,97.5860,-6.6354,97.5860
19096.9002,-6.6394,97.4835,-6.6394,97.4835
19102.7581,-6.6434,97.3809,-6.6434,97.3809
19108.6161,-6.6473,97.2784,-6.6473,97.2784
19114.4740,-6.6513,97.1757,-6.6513,97.1757
19120.3320,-6.6552,97.0731,-6.6552,97.0731
19126.1899,-6.6592,96.9704,-6.6592,96.9704
19132.0478,-6.6632,96.8677,-6.6632,96.8677
19137.9058,-6.6671,96.7649,-6.6671,96.7649
19143.7637,-6.6711,96.6621,-6.6711,96.6621
19149.6217,-6.6750,96.5593,-6.6750,96.5593
19155.4796,-6.6790,96.4565,-6.6790,96.4565
19161.3376,-6.6829,96.3536,-6.6829,96.3536
19167.1955,-6.6869,96.2507,-6.6869,96.2507
19173.0535,-6.6908,96.1477,-6.6908,96.1477
19178.9114,-6.6948,96.0447,-6.6948,96.0447
19184.7693,-6.6987,95.9417,-6.6987,95.9417
19190.6273,-6.7027,95.8386,-6.7027,95.8386
19196.4852,-6.7067,95.7356,-6.7067,95.7356
19202.3432,-6.7106,95.6324,-6.7106,95.6324
19208.2011,-6.7146,95.5293,-6.7146,95.5293
19214.0591,-6.7185,95.4261,-6.7185,95.4261
19219.9170,-6.7225,95.3229,-6.7225,95.3229
19225.7750,-6.7264,95.2196,-6.7264,95.2196
19231.6329,-6.7304,95.1163,-6.7304,95.1163
19237.4908,-6.7343,95.0130,-6.7343,95.0130
19243.3488,-6.7382,94.9096,-6.7382,94.9096
19249.2067,-6.7422,94.8063,-6.7422,94.8063
19255.0647,-6.7461,94.7028,-6.7461,94.7028
19260.9226,-6.7501,94.5994,-6.7501,94.5994
19266.7806,-6.7540,94.4959,-6.7540,94.4959
19272.6385,-6.7580,94.3924,-6.7580,94.3924
19278.4965,-6.7619,94.2888,-6.7619,94.2888
19284.3544,-6.7659,94.1852,-6.7659,94.1852
19290.2124,-6.7698,94.0816,-6.7698,94.0816
19296.0703,-6.7737,93.9779,-6.7737,93.9779
19301.9282,-6.7777,93.8742,-6.7777,93.8742
19307.7862,-6.7816,93.7705,-6.7816,93.7705
19313.6441,-6.7856,93.6667,-6.7856,93.6667
19319.5021,-6.7895,93.5629,-6.7895,93.5629
19325.3600,-6.7934,93.4591,-6.7934,93.4591
19331.2180,-6.7974,93.3552,-6.7974,93.3552
19337.0759,-6.8013,93.2513,-6.8013,93.2513
19342.9339,-6.8053,93.1474,-6.8053,93.1474
19348.7918,-6.8092,93.0434,-6.8092,93.0434
19354.6497,-6.8131,92.9394,-6.8131,92.9394
19360.5077,-6.8171,92.8354,-6.8171,92.8354
19366.3656,-6.8210,92.7313,-6.8210,92.7313
19372.2236,-6.8249,92.6272,-6.8249,92.6272
19378.0815,-6.8289,92.5231,-6.8289,92.5231
19383.9395,-6.8328,92.4189,-6.8328,92.4189
19389.7974,-6.8367,92.3147,-6.8367,92.3147
19395.6554,-6.8407,92.2104,-6.8407,92.2104
19401.5133,-6.8446,92.1061,-6.8446,92.1061
19407.3712,-6.8485,92.0018,-6.8485,92.0018
19413.2292,-6.8524,91.8975,-6.8524,91.8975
19419.0871,-6.8564,91.7931,-6.8564,91.7931
19424.9451,-6.8603,91.6887,-6.8603,91.6887
19430.8030,-6.8642,91.5842,-6.8642,91.5842
19436.6610,-6.8681,91.4798,-6.8681,91.4798
19442.5189,-6.8721,91.3752,-6.8721,91.3752
19448.3769,-6.8760,91.2707,-6.8760,91.2707
19454.2348,-6.8799,91.1661,-6.8799,91.1661
19460.0928,-6.8838,91.0614,-6.8838,91.0614
19465.9507,-6.8877,90.9568,-6.8877,90.9568
19471.8086,-6.8917,90.8521,-6.8917,90.8521
19477.6666,-6.8956,90.7474,-6.8956,90.7474
19483.5245,-6.8995,90.6426,-6.8995,90.6426
19489.3825,-6.9034,90.5378,-6.9034,90.5378
19495.2404,-6.9073,90.4330,-6.9073,90.4330
19501.0984,-6.9112,90.3281,-6.9112,90.3281
19506.9563,-6.9151,90.2232,-6.9151,90.2232
19512.8143,-6.9191,90.1183,-6.9191,90.1183
19518.6722,-6.9230,90.0133,-6.9230,90.0133
19524.5301,-6.9269,89.9083,-6.9269,89.9083
19530.3881,-6.9308,89.8032,-6.9308,89.8032
19536.2460,-6.9347,89.6982,-6.9347,89.6982
19542.1040,-6.9386,89.5930,-6.9386,89.5930
19547.9619,-6.9425,89.4879,-6.9425,89.4879
19553.8199,-6.9464,89.3827,-6.9464,89.3827
19559.6778,-6.9503,89.2775,-6.9503,89.2775
19565.5358,-6.9542,89.1722,-6.9542,89.1722
19571.3937,-6.9581,89.0670,-6.9581,89.0670
19577.2516,-6.9620,88.9616,-6.9620,88.9616
19583.1096,-6.9659,88.8563,-6.9659,88.8563
19588.9675,-6.9698,88.7509,-6.9698,88.7509
19594.8255,-6.9737,88.6454,-6.9737,88.6454
19600.6834,-6.9776,88.5400,-6.9776,88.5400
19606.5414,-6.9815,88.4345,-6.9815,88.4345
19612.3993,-6.9854,88.3289,-6.9854,88.3289
19618.2573,-6.9893,88.2234,-6.9893,88.2234
19624.1152,-6.9932,88.1178,-6.9932,88.1178
19629.9732,-6.9971,88.0121,-6.9971,88.0121
19635.8311,-7.0010,87.9064,-7.0010,87.9064
19641.6890,-7.0049,87.8007,-7.0049,87.8007
19647.5470,-7.0088,87.6950,-7.0088,87.6950
19653.4049,-7.0126,87.5892,-7.0126,87.5892
19659.2629,-7.0165,87.4834,-7.0165,87.4834
19665.1208,-7.0204,87.3775,-7.0204,87.3775
19670.9788,-7.0243,87.2716,-7.0243,87.2716
19676.8367,-7.0282,87.1657,-7.0282,87.1657
19682.6947,-7.0321,87.0598,-7.0321,87.0598
19688.5526,-7.0359,86.9538,-7.0359,86.9538
19694.4105,-7.0398,86.8477,-7.0398,86.8477
19700.2685,-7.0437,86.7417,-7.0437,86.7417
19706.1264,-7.0476,86.6356,-7.0476,86.6356
19711.9844,-7.0514,86.5294,-7.0514,86.5294
19717.8423,-7.0553,86.4232,-7.0553,86.4232
19723.7003,-7.0592,86.3170,-7.0592,86.3170
19729.5582,-7.0631,86.2108,-7.0631,86.2108
19735.4162,-7.0669,86.1045,-7.0669,86.1045
19741.2741,-7.0708,85.9982,-7.0708,85.9982
19747.1320,-7.0747,85.8919,-7.0747,85.8919
19752.9900,-7.0785,85.7855,-7.0785,85.7855
19758.8479,-7.0824,85.6790,-7.0824,85.6790
19764.7059,-7.0863,85.5726,-7.0863,85.5726
19770.5638,-7.0901,85.4661,-7.0901,85.4661
19776.4218,-7.0940,85.3595,-7.0940,85.3595
19782.2797,-7.0978,85.2530,-7.0978,85.2530
19788.1377,-7.1017,85.1464,-7.1017,85.1464
19793.9956,-7.1055,85.0397,-7.1055,85.0397
19799.8536,-7.1094,84.9331,-7.1094,84.9331
19805.7115,-7.1133,84.8263,-7.1133,84.8263
19811.5694,-7.1171,84.7196,-7.1171,84.7196
19817.4274,-7.1210,84.6128,-7.1210,84.6128
19823.2853,-7.1248,84.5060,-7.1248,84.5060
19829.1433,-7.1287,84.3991,-7.1287,84.3991
19835.0012,-7.1325,84.2923,-7.1325,84.2923
19840.8592,-7.1363,84.1853,-7.1363,84.1853
19846.7171,-7.1402,84.0784,-7.1402,84.0784
19852.5751,-7.1440,83.9714,-7.1440,83.9714
19858.4330,-7.1479,83.8643,-7.1479,83.8643
19864.2909,-7.1517,83.7573,-7.1517,83.7573
19870.1489,-7.1556,83.6501,-7.1556,83.6501
19876.0068,-7.1594,83.5430,-7.1594,83.5430
19881.8648,-7.1632,83.4358,-7.1632,83.4358
19887.7227,-7.1671,83.3286,-7.1671,83.3286
19893.5807,-7.1709,83.2214,-7.1709,83.2214
19899.4386,-7.1747,83.1141,-7.1747,83.1141
19905.2966,-7.1785,83.0067,-7.1785,83.0067
19911.1545,-7.1824,82.8994,-7.1824,82.8994
19917.0124,-7.1862,82.7920,-7.1862,82.7920
19922.8704,-7.1900,82.6845,-7.1900,82.6845
19928.7283,-7.1938,82.5771,-7.1938,82.5771
19934.5863,-7.1977,82.4696,-7.1977,82.4696
19940.4442,-7.2015,82.3620,-7.2015,82.3620
19946.3022,-7.2053,82.2545,-7.2053,82.2545
19952.1601,-7.2091,82.1468,-7.2091,82.1468
19958.0181,-7.2129,82.0392,-7.2129,82.0392
19963.8760,-7.2167,81.9315,-7.2167,81.9315
19969.7340,-7.2206,81.8238,-7.2206,81.8238
19975.5919,-7.2244,81.7160,-7.2244,81.7160
19981.4498,-7.2282,81.6082,-7.2282,81.6082
19987.3078,-7.2320,81.5004,-7.2320,81.5004
19993.1657,-7.2358,81.3925,-7.2358,81.3925
19999.0237,-7.2396,81.2846,-7.2396,81.2846
20004.8816,-7.2434,81.1767,-7.2434,81.1767
20010.7396,-7.2472,81.0687,-7.2472,81.0687
20016.5975,-7.2510,80.9607,-7.2510,80.9607
20022.4555,-7.2548,80.8526,-7.2548,80.8526
20028.3134,-7.2586,80.7445,-7.2586,80.7445
20034.1713,-7.2624,80.6364,-7.2624,80.6364
20040.0293,-7.2662,80.5282,-7.2662,80.5282
20045.8872,-7.2699,80.4200,-7.2699,80.4200
20051.7452,-7.2737,80.3118,-7.2737,80.3118
20057.6031,-7.2775,80.2035,-7.2775,80.2035
20063.4611,-7.2813,80.0952,-7.2813,80.0952
20069.3190,-7.2851,79.9869,-7.2851,79.9869
20075.1770,-7.2889,79.8785,-7.2889,79.8785
20081.0349,-7.2926,79.7701,-7.2926,79.7701
20086.8928,-7.2964,79.6616,-7.2964,79.6616
20092.7508,-7.3002,79.5531,-7.3002,79.5531
20098.6087,-7.3040,79.4446,-7.3040,79.4446
20104.4667,-7.3077,79.3360,-7.3077,79.3360
20110.3246,-7.3115,79.2274,-7.3115,79.2274
20116.1826,-7.3153,79.1188,-7.3153,79.1188
20122.0405,-7.3190,79.0101,-7.3190,79.0101
20127.8985,-7.3228,78.9014,-7.3228,78.9014
20133.7564,-7.3265,78.7926,-7.3265,78.7926
20139.6144,-7.3303,78.6838,-7.3303,78.6838
20145.4723,-7.3341,78.5750,-7.3341,78.5750
20151.3302,-7.3378,78.4662,-7.3378,78.4662
20157.1882,-7.3416,78.3573,-7.3416,78.3573
20163.0461,-7.3453,78.2483,-7.3453,78.2483
20168.9041,-7.3491,78.1394,-7.3491,78.1394
20174.7620,-7.3528,78.0304,-7.3528,78.0304
20180.6200,-7.3566,77.9213,-7.3566,77.9213
20186.4779,-7.3603,77.8122,-7.3603,77.8122
20192.3359,-7.3640,77.7031,-7.3640,77.7031
20198.1938,-7.3678,77.5939,-7.3678,77.5939
20204.0517,-7.3715,77.4848,-7.3715,77.4848
20209.9097,-7.3753,77.3755,-7.3753,77.3755
20215.7676,-7.3790,77.2663,-7.3790,77.2663
20221.6256,-7.3827,77.1570,-7.3827,77.1570
20227.4835,-7.3864,77.0476,-7.3864,77.0476
20233.3415,-7.3902,76.9382,-7.3902,76.9382
20239.1994,-7.3939,76.8288,-7.3939,76.8288
20245.0574,-7.3976,76.7194,-7.3976,76.7194
20250.9153,-7.4013,76.6099,-7.4013,76.6099
20256.7732,-7.4051,76.5004,-7.4051,76.5004
20262.6312,-7.4088,76.3908,-7.4088,76.3908
20268.4891,-7.4125,76.2812,-7.4125,76.2812
20274.3471,-7.4162,76.1715,-7.4162,76.1715
20280.2050,-7.4199,76.0619,-7.4199,76.0619
20286.0630,-7.4236,75.9522,-7.4236,75.9522
20291.9209,-7.4273,75.8424,-7.4273,75.8424
20297.7789,-7.4310,75.7326,-7.4310,75.7326
20303.6368,-7.4347,75.6228,-7.4347,75.6228
20309.4948,-7.4384,75.5129,-7.4384,75.5129
20315.3527,-7.4421,75.4030,-7.4421,75.4030
20321.2106,-7.4458,75.2931,-7.4458,75.2931
20327.0686,-7.4495,75.1831,-7.4495,75.1831
20332.9265,-7.4532,75.0731,-7.4532,75.0731
20338.7845,-7.4569,74.9631,-7.4569,74.9631
20344.6424,-7.4606,74.8530,-7.4606,74.8530
20350.5004,-7.4642,74.7429,-7.4642,74.7429
20356.3583,-7.4679,74.6327,-7.4679,74.6327
20362.2163,-7.4716,74.5225,-7.4716,74.5225
20368.0742,-7.4753,74.4123,-7.4753,74.4123
20373.9321,-7.4789,74.3020,-7.4789,74.3020
20379.7901,-7.4826,74.1917,-7.4826,74.1917
20385.6480,-7.4863,74.0814,-7.4863,74.0814
20391.5060,-7.4900,73.9710,-7.4900,73.9710
20397.3639,-7.4936,73.8606,-7.4936,73.8606
20403.2219,-7.4973,73.7501,-7.4973,73.7501
20409.0798,-7.5009,73.6396,-7.5009,73.6396
20414.9378,-7.5046,73.5291,-7.5046,73.5291
20420.7957,-7.5082,73.4185,-7.5082,73.4185
20426.6536,-7.5119,73.3079,-7.5119,73.3079
20432.5116,-7.5155,73.1973,-7.5155,73.1973
20438.3695,-7.5192,73.0866,-7.5192,73.0866
20444.2275,-7.5228,72.9759,-7.5228,72.9759
20450.0854,-7.5265,72.8651,-7.5265,72.8651
20455.9434,-7.5301,72.7543,-7.5301,72.7543
20461.8013,-7.5337,72.6435,-7.5337,72.6435
20467.6593,-7.5374,72.5326,-7.5374,72.5326
20473.5172,-7.5410,72.4217,-7.5410,72.4217
20479.3752,-7.5446,72.3108,-7.5446,72.3108
20485.2331,-7.5483,72.1998,-7.5483,72.1998
20491.0910,-7.5519,72.0888,-7.5519,72.0888
20496.9490,-7.5555,71.9778,-7.5555,71.9778
20502.8069,-7.5591,71.8667,-7.5591,71.8667
20508.6649,-7.5627,71.7555,-7.5627,71.7555
20514.5228,-7.5664,71.6444,-7.5664,71.6444
20520.3808,-7.5700,71.5332,-7.5700,71.5332
20526.2387,-7.5736,71.4219,-7.5736,71.4219
20532.0967,-7.5772,71.3106,-7.5772,71.3106
20537.9546,-7.5808,71.1993,-7.5808,71.1993
20543.8125,-7.5844,71.0880,-7.5844,71.0880
20549.6705,-7.5880,70.9766,-7.5880,70.9766
20555.5284,-7.5916,70.8652,-7.5916,70.8652
20561.3864,-7.5952,70.7537,-7.5952,70.7537
20567.2443,-7.5987,70.6422,-7.5987,70.6422
20573.1023,-7.6023,70.5307,-7.6023,70.5307
20578.9602,-7.6059,70.4191,-7.6059,70.4191
20584.8182,-7.6095,70.3075,-7.6095,70.3075
20590.6761,-7.6131,70.1958,-7.6131,70.1958
20596.5340,-7.6167,70.0841,-7.6167,70.0841
20602.3920,-7.6202,69.9724,-7.6202,69.9724
20608.2499,-7.6238,69.8606,-7.6238,69.8606
20614.1079,-7.6274,69.7488,-7.6274,69.7488
20619.9658,-7.6309,69.6370,-7.6309,69.6370
20625.8238,-7.6345,69.5251,-7.6345,69.5251
20631.6817,-7.6380,69.4132,-7.6380,69.4132
20637.5397,-7.6416,69.3012,-7.6416,69.3012
20643.3976,-7.6451,69.1893,-7.6451,69.1893
20649.2556,-7.6487,69.0772,-7.6487,69.0772
20655.1135,-7.6522,68.9652,-7.6522,68.9652
20660.9714,-7.6558,68.8531,-7.6558,68.8531
20666.8294,-7.6593,68.7409,-7.6593,68.7409
20672.6873,-7.6629,68.6288,-7.6629,68.6288
20678.5453,-7.6664,68.5165,-7.6664,68.5165
20684.4032,-7.6699,68.4043,-7.6699,68.4043
20690.2612,-7.6735,68.2920,-7.6735,68.2920
20696.1191,-7.6770,68.1797,-7.6770,68.1797
20701.9771,-7.6805,68.0673,-7.6805,68.0673
20707.8350,-7.6840,67.9549,-7.6840,67.9549
20713.6929,-7.6875,67.8425,-7.6875,67.8425
20719.5509,-7.6911,67.7300,-7.6911,67.7300
20725.4088,-7.6946,67.6175,-7.6946,67.6175
20731.2668,-7.6981,67.5050,-7.6981,67.5050
20737.1247,-7.7016,67.3924,-7.7016,67.3924
20742.9827,-7.7051,67.2797,-7.7051,67.2797
20748.8406,-7.7086,67.1671,-7.7086,67.1671
20754.6986,-7.7121,67.0544,-7.7121,67.0544
20760.5565,-7.7156,66.9416,-7.7156,66.9416
20766.4144,-7.7191,66.8289,-7.7191,66.8289
